CombinedStreet	Suburb	State	PostCode	Country
9 Rydal Court	Cooloongup	WA	6168	
123 Carosa Rd	Ashby	WA	6065	
28 Warren Rd	Yokine	WA	6060	
7 Moss Vale	Maida Vale	WA	6057	
78 Kiandra Way	High Wycombe	WA	6057	
11 Moore Ct	Cooloongup	WA	6168	
20 Highview Rd	Greenmount	WA	6056	
8 60 henry lawson	east perth	VIC	6004	
17 Inverness Crt	Rockingham	WA	6168	
8 Lavender Court	Dianella	WA	6059	
Unit 16/5 Elliott Rd	Claremont	VIC	6010	
15 Kingfisher Loop	High Wycombe	WA	6057	
19b Pintabona Dr	Sinagra	WA	6065	
43 Sheldrake Street	Stirling	WA	6021	
24 Rochester Drive	Mindarie	WA	6030	
3 Kensington Court	Cooloongup	WA	6168	
101 Coogee Street	Mount Hawthorn	WA	6016	
50 Baile Road	Lesmurdie	WA	6076	
99/48 Ashby Rd	Tapping	WA	6065	
5/2 Wingfield Av	Crawely	WA	6009	
14 Houghston Street	Rockingham	WA	6168	
8 scarlet Mews	Quinns Rocks	WA	6030	
9 Dunnell St	Maddington	WA	6109	
72 Burnside Way	Waikiki	WA	6169	
49 Admiral Gr	Heathridge	WA	6027	
13 norling Rd	High Wycomb	WA	6057	
22 Monafhan Close	Baldivis	WA	6171	
60 paddington st	north perth	WA	6006	
15 Tewson Road	Camillo	WA	6111	
11 Breaden Drive	Cooloongup	WA	6169	
95 Clayton Rd	Merridin	WA	6312	
15 Corella Pl	Cooloongup	WA	6168	
6 Kimberley Dr	Secret Harbour	WA	6173	
44 Baroonga Rd	Nedlands	WA	6009	
49/100 Terrace Rd	East Perth	WA	6004	
22 Arthur St	Shenton Park	WA	6008	
39 carmathen ave	butler	WA	6036	
5 Boreham	Cottlesloe	WA	6011	
54 Spyglass Grove	Connolly	VIC	6027	
unit 238/85 Hester AVE	Merriwa	WA	6030	
35 celadone loop	Banksia grove	WA	6031	Australia
14 Butlet Ave	Mt Claremont	WA	6010	
1/13 Mathoura St	Midland	WA	6056	
10 Tree Fern Garden	Maida Vale	WA	6057	
4 Maree Street	Hamersley	WA	6022	
Saint Ives Centro 145/6 Tighe St	Jolimont	WA	6014	
73 Nicholson Rd	Shenton Park	WA	6008	
20 Wisteria Way	Ferndale	WA	6147	
59 Maida Vale road	Maida Vale	WA	6057	
94 Kingfisher Ave	Ballajura	WA	6066	
U 10/1 Kings Park Ave	Crawley	WA	6009	
15a Hugo St	Stirling	WA	6021	
2 Gordon Ave	Cessnock	NSW	2325	
po box 193	wembley	WA	6913	
5 Finch Court	High Wycombe	WA	6057	
22 Morgan Street	Cannington	WA	6107	
14 Blair Court	Waikiki	WA	6169	
1302/96 Bow River Cresent	Burswood	WA	6100	
13 Belomore Bend	Aubin Grove	WA	6164	
67 Solomon Street	Mosman Park	WA	6012	
71 Tifera Circle	Kallaroo	WA	6025	
50 Park Rd	Kenwick	WA	6107	
139 Barker Road	Subiaco	WA	6008	
6 Elgin Court	Duncraig	WA	6023	
13 Mille St	Bicton	WA	6157	
16 Markham Road	High Wycombe	WA	6057	
27 yanna place	Wanneroo	WA	6065	
201/50 Spinifex Ave	Tea Gardens	NSW	2324	
13 Inverness Court	Cooloongup	WA	6168	
23 French Street	Joondanna	WA	6060	
7b Hanover Street	Forrestfield	WA	6058	
122 Gyde Street	Mosman Park	WA	6012	
15 Periwinkle Way	Parkwood	WA	6147	
512/1140 wanneroo rd	Ashby	WA	6065	
9 Abbeytown Circle	Waikiki	WA	6168	
24 James St	Shenton Park	VIC	6008	
63 Hamersley Rd	Subiaco	WA	6008	
37 Moorepark Ave	Yanchep	WA	6035	
3/111 Monument Street	Mosman Park	WA	6012	
133 garden park drive	wanneroo	WA	6065	
162 Harrington Waters Drive	Waikiki	WA	6169	
28 Almond Way	Forrestfield	WA	6058	
U60/1140 wanneroo road	Wanneroo	WA	6065	
110/597 Kalamunda Road	High Wycombe	WA	6057	
22 Foxton St	Maddington	WA	6109	
8/109 Flora Terrace	North Beach	WA	6020	
3 Smokebush Pl	High Wycombe	WA	6057	
1 Christian Cr	Quinns Rock	WA	6030	
10 Jamacian Rd	Safety Bay	WA	6169	
11 Sheldrake Street	Stirling	WA	6021	
4 Karlak Circuit	Forrestfield	WA	6058	
6/375 Bagot Rd	Subiaco	WA	6008	
65 Guelfi Road	Balcatta	WA	6021	
2/611 Murray St	West Perth	WA	6000	
2 Mulline Court	Maddington	WA	6109	
43 Dress Circle	Warbro	WA	6169	
Unit 1 14 Vista Ave	Rockingham	WA	6168	
Po Box 190	NANNUP	WA	6275	
67 Smyth Rd	Nedlands	WA	6009	
183 Harrington Waters	Waikiki	WA	6169	
4 Kia-Ora Mews	Mt Tarcoola	WA	6530	
U3 23-25 Harris St	Palmyra	WA	6012	
5 Walker Cres	High Wycombe	WA	6057	
32 Raeside Cr	Cooloongup	WA	6168	
4 Lyons Crt	Cooloongup	WA	6168	
67 Renshaw Bvd	Clarkson	WA	6030	
14 Longfield Rd	Maddington	WA	6109	
5 Sunbird Way	Gwelup	WA	6018	
92 Wellington St	Mosman Park	WA	6012	
55/57 Layle St	Mt Claremont	WA	6010	
12 Chapel Rd	Kingsley	WA	6026	
9 Megiddo Way	Duncraig	WA	6023	
42 Graveney Way	Maddington	WA	6109	
492 Metcalfe Rd	Ferndale	WA	6148	
3/23 hammond road	claremont	WA	6010	
Po box 701	Fremantle	WA	6959	
27 Sanderling Street	Stirling	WA	6021	
Po Box26	Two Rocks	WA	6037	
8/22 Shoalhaven Place	Waikiki	WA	6169	
31 Nwycombe Rd	High Wycombe	WA	6057	
Unit 9/10 Maitland Close	Cooloongup	WA	6169	
20 Lacepede Dr	Sorrento	WA	6020	
114 Vellgrove Ave	Parkwood	WA	6147	
6 Granby Road	Secret Harbour	WA	6173	
50b Mccourt St	West Leedeville	WA	6007	
1 Fosbery Crt	Wanneroo	WA	6065	
57 Norman Street	Inaloo	WA	6018	
5/336 Onslow Rd	Shenton Park	WA	6008	
12a Senate St	Claremont	WA	6010	
506/334 Cambridge St	Wembley	WA	6014	
3 Permanent Ave	Earlwood	NSW	2206	
7 Quenda Close	High Wycombe	WA	6057	
453 Murray St	Perth	WA	6000	
11 Mustang Ct	Highwycombe	WA	6057	
5 Ovens Pl	Rockingham	WA	6168	
PO BOX 5812 ST GEORGES TCE	PERTH	WA	6831	
14 Apley St	Maddington	WA	6109	
52 Sailers Lane	West End Geraldton	WA	6530	
112 Dellar Road	Maddington	WA	6109	
15 Glendevon Turn	Kinross	WA	6030	
unit 15 100 subiaco rd	Subiaco	WA	6008	
29 Glastonbury Street	Leda	WA	6168	
1/82 Bondi St	Mt Hawthorn	WA	6016	
34 Sweetman Street	Ardross	WA	6153	
33 Creation St	East Victoria Park	WA	6101	
42 Dalrymple Dr	Leda	WA	6170	
PO box 429	Cottosloe	WA	6911	
69 paltarra way	wanneroo	WA	6065	
1 Shonae Pass	Hallshead	WA	6210	
25 Elderberry Drive	Parkwood	WA	6147	
109 Donnelly Ramble	Wanneroo	WA	6065	
25 Corella Street	Stirling	WA	6021	
7/21 Satellite Place	Carlisle	WA	6101	
2/47 Cambridge Street	West Leederville	WA	6007	
24 Mimosa Ave	Mt Claremont	WA	6010	
1 Hovea Place	Maddington	WA	6109	Australia
64 Goddard Way	Langford	WA	6147	
31 noalimba cres	bateman	WA	6150	
22/597 Kalamunda raod	High Wyxcombe	WA	6057	
26b Thomas St	Subiaco	WA	6008	
800 Hay St	Perth	WA	6000	
9 Marita Rd	Nedlands	WA	6009	
21a Rotoheoni Place	Cooloongup	WA	6168	
Po 1857	Roebck	WA	6725	
21 Springhill Pl	Two Rocks	WA	6037	
9 Keel Place	North Fremantle	WA	6012	
2 Alantin Brace	Wandina	WA	6530	
24/211 Beaufort Street	Perth	WA	6000	
43 Gallop Rd	Dlakeith	WA	6010	
3/48 Keymer Street	Belmont	WA	6104	
12 William St	Wattle Grove	WA	6107	
"10,45 Murry St"	Perth	WA	6000	
36 Beenong St	Wanneroo	WA	6065	
11 Haining Ave	Cottesloe	WA	6011	
2/105 Bindaring Prde	Claremont	WA	6010	Australia
Po Box 419 Osborne Park	Osborne Park	WA	6017	
2 Onslow Rd	Shenton Park	WA	6008	
2 simnia place	mullalooo	WA	6027	
65 St James Drive	Baldivis	WA	6171	
11 Brassey St	Swanbourne	WA	6010	
18/7 Lester Dr	Thornlie	WA	6108	
10 Shell Close	Cooloongup	WA	6168	
14a Wales Street	Forrestfield	WA	6058	
4 O'Ryan Close	Gwelup	WA	6018	
12 Spring Road	Thornlie	WA	6108	
64 Maitaitai Loop	Cooloongup	WA	6168	
28/124 Terrace Rd	East Perth	WA	6004	
10 Galena Court	High Wycombe	WA	6057	
18a Worner Cres	Karrinyup	WA	6018	
78 forteque street	east fremantle	WA	6158	
5 Pomelaa Way	Clarkson	WA	6030	
3/408 Light St	Dianella	WA	6059	
93 Garden park dr	Wanneroo	WA	6065	
62 Honey st	wanneroo	WA	6065	
65 Ferndale Cres	Ferndale	WA	6148	
200 St Georges Tce	Perth	WA	6000	
64 Cherokee Green	Clarkson	WA	6030	
15 Mcdermott Avenue	Wandina	WA	6530	
31 Lyndhurst Cres	Ferndale	WA	6148	
14 Ausfield	Banksia Grove	WA	6031	
89 Unnaro Street	Hillman	WA	6168	
9/124 Nammatee Way	Wanneroo	WA	6065	
57 Fendam St	Warnbro	WA	6169	
Unit 12 13-19 Hardie Road	Spencer Park	WA	6330	
1 Ironbark Place	Maddington	WA	6109	
33/96 Simpson Ave	Rockingham	WA	6168	
10 Coniston Way	Ferndale	WA	6148	
10 Jimbell St	Mosman Park	WA	6012	
5 Moffatt Pl	Tarcoola Beach	WA	6530	
2 Cessna Way	High Wycombe	WA	6057	
5 Davesia Mews	Ferndale	WA	6148	
4 Doverlea St	Lynwood	WA	6147	
4 Muir Close	Waikiki	WA	6169	
62 Woodhall St	Stirling	WA	6021	
8 Union Place	Waikiki	WA	6169	
4 Tamberlyn St	Clarkson	WA	6030	
4 Coola Place	High Wycombe	WA	6057	
5 Westpourne Way	Lynwood	WA	6147	
17 Penbury Cres	Ferndale	WA	6148	
34 amos rd	wanneroo	WA	6065	
17 Gull St	Esperance	WA	6450	
6 Scott Road	Wanneroo	WA	6065	
20a Cook Street	Crawley	WA	6009	
184/597 Kalamunda Road	High Wycombe	WA	6057	
6 Garnet Way	Wellard	WA	6170	
6 Knutsford Cres	Port Kennedy	WA	6171	
28 Subiaco Rd	Subiaco	WA	6008	
40 Union St	Subiaco	WA	6008	
15 Griver Street	Cottesloe	WA	6011	
27 Newhaven St	Geraldton	WA	6530	
14 Kirkbride Meander	Waikiki	WA	6171	
12a Lockwood Cresent	Withers	WA	6230	
6a Stanmore Ct	Lynwood	WA	6147	
Unit 8/9 Gamble Place	Orelia	WA	6167	
35 Northmore St	Daglish	WA	6008	
20/33 Fairlight Street	Mosman Park	WA	6012	
4 Telsta Place	Heatheridge	WA	6000	
17 Church St	Wanneroo	WA	6065	
1/28 Adelaide St	Busselton	WA	6280	
450 Karrinyup Road	Innaloo	WA	6018	
226/124 Sixty Eight Road	Baldivis	WA	6171	
14 Belaring Place	Kenwick	WA	6107	
95 Broome St	Cottesloe	WA	6010	
3 WOONAN ST	WANNEROO	WA	6065	
19 Fiarmont Pl	Currambine	WA	6028	
84 Weston St	Maddington	WA	6109	
145 Liberty Dr	Clarkson	WA	6030	
43 Anderson Rd	Forrestfield	WA	6058	
9 Itchen Loop	Butler	WA	6036	
35 Rosaglen Rise	Noranda	WA	6062	
PO Box 7065	Shenton Park	WA	6008	
4 Sandomingo Close	Safety Bay	WA	6169	
6 Old Jacaranda Way	Subiaco	WA	6008	
Unit 6/ 111 Roseberry Street	Bedford	WA	6052	
33 Hope St	Mosman Park	WA	6012	
59 kirkstall dr	hocking	WA	6065	
7/966 Albany Hwy	East Victoria Park	WA	6101	
7 Dillwynia Bend	Banksia Grove	WA	6031	
40 Woodstock Way	Butler	WA	6036	
14c ravenswood drive	nollamarra	WA	6061	
26/70 Broadway	Nedlands	WA	6009	
21 Grafton Rd	Bayswater	WA	6053	
7 Solquest Way	Cooloongup	WA	6168	
1/1dean St	Claremont	WA	6010	
8/130 Edinboro St	Joondanna	WA	6060	
44 Crowhurst Way	Morley	WA	6062	
22 Coniston Way	Ferndale	WA	6148	
547 Fremantle Road	Gosnells	WA	6110	
78 brand rd	high wycombe	WA	6057	
7 bellbird court	high wycombe	WA	6057	
42 Mataitai Loop	Cooloongup	WA	6168	
10 Cahill Crt	Wilson	WA	6107	
37 Watling Avenue	Lynwood	WA	6147	
140 Manchester Drive	Hocking	WA	6065	
15 Carmathen Avenue	Butler	WA	6036	
12 Monterey Drive	Woodvale	WA	6026	
14 Stuart St	Perth	WA	6000	
14 Middleton Plc	Waikiki	WA	6169	
19 san teodoro ave	sinagra	WA	6065	
74 Ballymonte Gdn	Ridgewood	WA	6030	
7a Fern St	Swanbourn	WA	6010	
8 Sharpe Close	Waikiki	WA	6171	
23 Hensman Rd	Subiaco	WA	6008	
1 Casilda Pl	Cooloongup	WA	6168	
23 Mccavanagh Rd	Byford	WA	6122	
142 Townshend Rd	Subiaco	WA	6008	
2/189 Townshend Rd	Subiaco	WA	6008	
47 Elouera St	Collie	WA	6225	
10c Marwood	Butler	WA	6036	
38 Gosnells Road East	Orange Grove	WA	6109	
23a Whittle Place	Stirling	WA	6021	
1 Dallwin Street	Dianella	WA	6059	
23 Jaeger Bend	Tapping	WA	6065	
10 Joslin Place	Duncraig	WA	6020	
24 Buckingham St	Mount Tarcoola	WA	6530	
150 Shakespear Street	Mounthawthorn	WA	6026	
2 Meadow Place	Quinns Rocks	WA	6030	
73a Blencowe St	West Leederville	WA	6007	
11 Solomon Street	Mosman Park	WA	6012	
245 Smith St	Bullsbrook	WA	6084	
2178 Cambridge St	Wembley	WA	6014	
3/28 St Leonards Street	Mosman Park	WA	6012	
Unit 40/7 Davies Rd	Claremont	WA	6010	
5 Downing Cres	Wanneroo	WA	6065	
9 Fairwway Place	Cooloongup	WA	6168	
5 Montago Close	Rockingham	WA	6168	
106 Alderbury St	Floreat	WA	6014	
9 Westminister Ct	Willetton	WA	6155	
65 Grange Drive	Cooloongup	WA	6168	
33 roussed rd	mariginiup	WA	6078	
10 Ruthven Place	Duncrige	WA	6023	
101 Mcaleer Drive	Mahomets Flats	WA	6530	
20 Redington Drive	Butler	WA	6036	
92 Calume St	Hillman	WA	6168	
11 Conian Ave	Wann	VIC	6065	
8/17-23 Glyde Street	Mosman Park	WA	6012	
6 Oleander Street	Maddington	WA	6109	
64 Fleetwoot Road	Lynwood	WA	6147	
15 Saunders Street	North Beach	WA	6020	
5/54 Dryden Street	Yokine	WA	6060	
264 shenton rd	claremont	WA	6010	
28 Drummond Crescent	Duncraig	WA	6023	
136 Howes Cres	Dianella	WA	6060	
9 Gumtree Way Lynwood	Lynwood	WA	6147	
50 Buttercup Cres	High Wycombe	WA	6057	
2 Moira Avenue	Forrestfield	WA	6058	
4/57 Kariong Circuit	Duncraig	WA	6023	
1 Whiley Court	Rockingham	WA	6168	
95c Arkana Road	Westminster	WA	6061	
42 Concordia Way	Rockingham	WA	6169	
121 Reynolds Rd	Forrestfield	WA	6058	
6 Turban Crt	Geraldton	WA	6530	
Kalamunda road	High Wycombe	WA	6057	
18 Bursaria Cres	Ferndale	WA	6148	
19 Kingfisher Pl	Stirling	WA	6021	
40 King Street	Concorde West	NSW	2138	
12 Deanna Court	Cooloognup	WA	6168	
126 Barker Rd	Subiaco	WA	6008	
9 Swallow Place	Brabham	WA	6055	
48 Clenham Way	Kelmscott	WA	6111	
31 Belgrade Rd	Wanneroo	WA	6065	
38 Bushby Road	Lower King Albany	WA	6008	
15 Madison Place	Cooloongup	WA	6168	
7 Brantwood App	Hocking	WA	6065	
28 Ruby Way	Maida Vale	WA	6057	
340/1140 Wanneroo Road	Ashby	WA	6065	
17 Persona Place	Tapping	WA	6065	
3 Hovea Place	Maddington	WA	6109	
19 272 Hampton Rd	Fremantle	WA	6160	
3/85 Baden Street	Joondanna	WA	6060	
153/6 Tighe St	Jolimont	WA	6014	
33 Bygum Lane	Martin	WA	6110	
14 Dove Place	Wandina	WA	6530	
115/20 Excelsior St	Shenton Park	WA	6008	
90 Wilsmore St	Daglish	WA	6008	
34 Foundry Court	North Fremantle	WA	6159	
25 Otway Cres	High Wycombe	WA	6057	
Po Box 108	Dunsborough	WA	6281	
20 Swallow Loop	High Wycombe	WA	6057	
47 Princess Road	Claremont	WA	6010	
14 Matera Way	Stirling	WA	6021	
32 Bugendore Street	Maida Vale	WA	6057	
66a Dorothy St	Geraldton	WA	6530	
44 Boronia Avenue	Nedlands	WA	6009	
18 Chrysostom St	North Beach	WA	6020	
4/29 Caledonisan Ave	Maylands	WA	6051	
116/7 Harman Rd	Sorrento	WA	6020	
24/3 Park Av	Crawley	WA	6009	
1 Nerrima Crt	Cooloongup	WA	6168	
37 St Andrews Loop	Cooloongup	WA	6168	
12/201 Carr Place	Leederville	WA	6007	
29emarald Court	Maida Vale	WA	6057	
14 Kinnimont Avenue	Nedlands	WA	6009	
19 Central Ave	Mount Pleasant	WA	6153	
Unit 7 12 Auric Place	Maddington	WA	6109	
18a Margery Road	High Wycombe	WA	6057	
18 Ada St	Waterman Bay	WA	6020	
10 Lee Court	Rockingham	VIC	6169	
Enex100	Perth	WA	6000	
6 Windarra Drive	City Beach	WA	6015	
116 Bennet Dr	Canning Vale	WA	6155	
Nil	Cooloongup	WA	6168	
11 Timberlane Loop	Cooloongup	WA	6169	
68 Lansdale  Road	Darch	WA	6065	
101 Edney Rd	High Wycombe	WA	6057	
1/131 Ninth Ave	Inglewood	WA	6052	
92 Cambridge Cres	Cooloongup	WA	6168	
7/99 Mccabe St	Mosman Park WA	WA	6012	
No address	Subiaco	WA	6008	
4 Kott Terrace	Claremont	WA	6010	
15 Grange Drive	Cooloongup	WA	6168	
58a First Ave	Claremont	WA	6010	
8/14 Shooalhaven Place	Waikiki	WA	6169	
14 Kerry Street	Dianella	WA	6059	
37 nannatee way	wanneroo	WA	6065	
1 Gulson Court	Waikiki	WA	6169	
8 Gill Street	Mosmanpark	WA	6012	
65a Valentine Avenue	Dianella	WA	6059	
95 Bethwyn Circuit	Madeley	WA	6065	
39 Harman Road	Sorrento	WA	6020	
1/11 Grampian Crt	Cooloongup	WA	6168	
236 Maida Vale	High Wycombe	WA	6057	
"1, 112 Ruperth St"	Subiaco	WA	6009	
47 Ulverston Way	Butler	WA	6036	
U14 /7 Peach St	N Perth	VIC	6000	
35 Woodbridge Dr	Cooloongup	WA	6168	
22 Blacksmith Dr	Wellard	WA	6170	
115 Manchester Drive	Wangara	WA	6065	
5 Reyne Street	Maddington	WA	6109	
70 Surrey Road	Rivervale	WA	6103	
17 Northmore Street	Daglish	WA	6008	
15 Pimelea Crs	Mount Claremont	WA	6010	
47 Stead St	Maddington	WA	6109	
78 St Leonards Ave	West Leederville	WA	6007	
17 Purley Cres	Lynwood	WA	6147	
6 Caxton Rd	Claremont	WA	6010	
16 Link Way	Cooloongup	WA	6168	
34/99 Palmerston Street	Perth	WA	6000	
24 Templetonia Retreat	Canningvale	WA	6155	
73/262 Lord St	Perth	WA	1990	
PO Box 305	Tuart Hill	WA	6939	
1 Jonquil Grove	Karnup	WA	6168	
20 Griver Street	Cottosloe	WA	6010	
4 Mooreport Drive	Warick	WA	6065	
46 Saleham St	Lathlain	WA	6000	
81 edney road	high wycombe	WA	6057	
144 Nicholson Road	Langford	WA	6147	
unit 329 1140 Wanneroo Road	Ashby	WA	6065	
11 Hardwood Turn	Merriwa	WA	6030	
37 Affinity Streey	Wellard	WA	6170	
1105/30 The Circus	Burswood	VIC	6100	
13/6 Bridal Crescent	Kenwick	WA	6107	
25 Grange Drive	Cooloongup	WA	6169	
1/2 Antrim Way	Bertram	WA	6167	
11 Jacaranda Place	Maddington	WA	6109	
38 Clovelly Cres	Lynwood	WA	6147	
44 Duke Street	Northam	WA	6401	
1 Bramfield St	Maddington	WA	6109	
Po Box 8033 Cloisters	Perth	WA	6000	
13 waver road	dalkeith	WA	6009	
13 Trelion Pl	Rivervale	WA	6103	
48 Halesworth Parade	Butler	WA	6036	
1/66 Tylor St.	Joondanna	WA	6060	
15 Lovegrove Way	Morley	WA	6062	
47 Acacia St	Mount Tarcoola	WA	6530	
93 Thomas St	Subiaco	WA	6008	
unit 10/48 Gloster St	Shenton Park	WA	6008	
18 Barclay Ave	Padbury	WA	6025	
50 Alexis Circle	Wannanup	WA	6210	
56 Pola Street	Dianella	WA	6059	
84 Lazy St	Beckenham	WA	6107	
Unit 5 6 Heytesbury St	Derby	WA	6728	
126 Mounts Bay Rd	Perth	WA	6000	
41b Marina Court	Cooloongup	WA	6168	
16b Jarrah Street	Geraldton	WA	6530	
46 Hawksburn	Rivervale	WA	6103	
3 Kinbrace Way	Lynwood	WA	6147	
12 maradu cres	wanneroo	WA	6065	
3 stanley st	maida vale	WA	6057	
21 Grady Crt	Waikiki	WA	6168	
28 Sevington Street	Maddington	WA	6109	
17 Lofoten Way	Ferndale	WA	6147	
3 Excelsior Meander	Warnbro	WA	6169	
9*39 Cooper Street	Madeley	WA	6065	
65 Gosford Mndr	Ashby	WA	6065	
28 Worrell Ave	High Wycombe	WA	6057	
130 Stuart St	Inglewood	WA	6052	
36 Tavistock Cres	Lynwood	WA	6147	
6 Princes Street	Cotesloe	WA	6011	
6 Ballard Place	Maddington	WA	6109	
53 Padstow Street	Karrinyup	WA	6018	
46 olive road	Falcon	WA	6210	
48 Bay View Tce	Claremont	WA	6010	
204/108 Bennett St	East Perth	WA	6004	
13 Dalaroo Court	Cooloongup	WA	6168	
101 Melina Street	Hillman	WA	6168	
60 Billericay Cct	Butler	WA	6036	
9 Banfield gr	Clarkson	WA	6030	
"Cliff House 1,  20 Richardson Ave"	Claremont	WA	6010	
38 marshall road	high wycombe	WA	6057	
8 Jerome Ave	Sorrento	WA	6020	
1/1178 Hay Street	West Perth	WA	6005	
16 Harman Road	Sorrento	WA	6020	
33 Hibiscus Rd	Maddington	WA	6109	
6 Grange Drive	Cooloongup	WA	6168	
18 Jindinga Way	Wanneroo	WA	6065	
5 Flag Court	Cooloongup	WA	6168	
1/36 Boothby St	Northcote	VIC	3070	
120 Hart Drive	Chittering	WA	6084	
1/178 Hillsborough Dve	Nollamara	WA	6061	
184 Nicholson Rd	Langford	WA	6147	
Po Box 624	Nedlands	WA	6909	
4 Geebung St	Maddington	WA	6109	
46 Chaucer St	Yokine	WA	6060	
2 Kolan Elbow	Merriwa	WA	6030	
1 Keeden Court	Maddington	WA	6109	
8 Tarquin Gardens	Belmont	VIC	3216	
22 Toleo Circuit	Port Kennedy	WA	6168	
1/35 Seaford Road	Shoalwater	WA	6169	
11 Doncaster Grange	Butler	WA	6036	
23 Jandirra Close	Cooloongup	WA	6168	
UNIT 16/12 Boundry Road	Mosman Park	WA	6012	
9b Playden Way	Balga	WA	6061	
44 Beaconsfield St	Claremont	WA	6010	
24 Duff Road	Riverton	WA	6148	
7 Newton Road	Utakarra	WA	6530	
475 High Road	Parkwood	WA	6147	
119 Alcock St	Maddington	WA	6109	
48 Rossello Lane	Subiaco	WA	6008	
53 Vincent Rd	Sinagra	WA	6065	
Unit 5/2 Tehani Close	Cooloongup	WA	6168	
14 Brittania Pde	Wandina	WA	6530	
90 Hammersley Rd	Subiaco	VIC	6008	
79 Hamersley Rd	Subiaco	WA	6008	
28 Hargrave Street	Stirling	WA	6021	
5 Parson Court	Tarcoola Beach	WA	6530	
112 Kent St	East Victoria Park	WA	6101	
34 Keslake Way	Parkwood	WA	6147	
66 Poincaire Street	Stirling	WA	6021	
7 Dutuy Way	Secret Harbour	WA	6170	
210/20 Excelsior St	Shenton Park	WA	6008	
17/33 Blythe Ave	Yokine	WA	6060	
27 Woodville St	North Perth	WA	6006	
59 kensington Ave	DIANELLA	WA	6059	
7 kathleen close	Maida vale	WA	6057	
51 Redmond St	Salter Point	WA	6152	
27 Denver Rise	High Wycombe	WA	6057	
35 Kembla Circle	Madeley	WA	6065	
23 Grand Oak Dr	Clarkson	WA	6030	
39B Pepler Ave	Salter Point	WA	6152	
19 Teneriffe Pl	Mirrabooka	WA	6061	
26c Sanderson Street	Embleton	WA	6062	
31 Dandaloo Cres	Wanneroo	WA	6065	
5 Proclamation Street	Subiaco	WA	6008	
61b Flagtower Outlook	Yanchep	WA	6065	
9 Jinbell St	Mosman Park	WA	6012	
14 Vermilion Blvd	Hilbert	WA	6112	
182 scenic drive	Wanneroo	WA	6065	
4/239 Greensborough Road	Macleod	VIC	3085	
2 Neale Pl	Cooloongup	WA	6168	
14 Torquay	Tarcoola Beach	WA	6530	
45 kiandra way	highwycomb	WA	6057	
57 Cruikshank Lane	Osborne Park	WA	6017	Australia
32 Halesworth Rd	Jolimont	WA	6014	
7/115 Monument Street	Mosman Park	WA	6012	
30/ 597 Kalamunda Rd	High Wycombe	WA	6057	
1 Cherruck Close	Maddington	WA	6109	
12/8 Outram St	West Perth	WA	6005	
100 Gugeri Street	Claremont	WA	6010	
7 San Javier Cir	Secret Harbour	WA	6173	
2 Cornwall St	Swanbourne	WA	6010	
531 High Road	Parkwood	WA	6148	
31 Glover Street	Dianella	WA	6059	
675 Safety Bay Rd	Warnbro	WA	6168	
4 Brixley Court	Armadale	WA	6112	
1 Talisker Mews	Ballajura	WA	6066	
3 Violet Street	West Perth	WA	6005	
9 Bruton St	Balcatta	WA	6021	
275 Coode Street	Dianella	WA	6059	
292a Adelaide St	High Wycombe	WA	6057	
11 Brand Road	High Wycombe	WA	6057	
5 Emarale	Cirine	WA	6005	
13 Cherruck Close	Maddington	WA	6109	
6 Geebung St	Maddington	WA	6109	
26 Concord Drive	High Wycombe	WA	6057	
320 Oxford Street	Leederville	WA	6007	
15 Mardella Street	Coolbinia	WA	6050	
50 Cathbertson Drive	Cooloongup	WA	6168	
4/445 Rokeby Road	Shenton Park	WA	6008	
38 Katherine St	Cottesloe	WA	6011	
337/1140 Wanneroo RD	Ashby	WA	6065	
2 Audley Place	Canning Vale	WA	6155	
111/1140 Wanneroo Road	Ashby	WA	6065	
23 Lentern Wat	Clarkson	WA	6030	
11a D'Alonzo Place	Balcatta	WA	6021	
50 Queensville Ave	Lynwood	WA	6147	
4 Huntington Ave	Wellard	WA	6170	
25 Flavio Cresent	Wandina	WA	6530	
68 Partridge Way	Thornleigh	WA	6108	
34 warruga way	wanneroo	WA	6065	
59/576 kALAMUNDA ROAD	HIGH WYCOMBE	WA	6057	
847 Hay St	Perth	WA	6000	
21a Brandon Way	Lynwood	WA	6147	
2 Corfu Court	Sorrento	WA	6020	
76 Welcome Meander	Harrisdale	WA	6112	
81 Berkshire Road	Forrestfield	WA	6058	
4 Hull St	Cape Burney	WA	6530	
15 Stevens Road	High Wycombe	WA	6057	
24 Hackbridge Way	Basywater	WA	6053	
10 Conifer Street	Maddington	WA	6109	
22/20 Dean st	Claremont	WA	6010	
9 Ironbark Pl	Maddington	WA	6109	
45 Duncraig Road	Applecross	WA	6153	
U76/160 Westcoast Dr	Sorrento	WA	6020	
20a Camberwell Street	East Victoria Park	WA	6101	
9 Durrington Glade	Clarkson	WA	6030	
34 Taylor Rd	Nedlands	WA	6009	
627 Karrinyup Road	Stirling	WA	6021	
49 Justin Drive	Sorrento	WA	6020	
48 Thurleigh App	Butler	WA	6030	
7 Baker Court	Langford	WA	6147	
821 wanneroo rd	wanneroo	WA	6065	
12 Goline Court	Hillman	WA	6168	
53 Edney Road	High Wycombe	WA	6057	
5 Alexander St	South Perth	VIC	6151	
8 Forillion Ave	Bibra Lake	WA	6163	
11 Inverness Court	Cooloongup	WA	6168	
12/8 Messmate Way	Kununurra	WA	6743	
